Source_NAME,Activity,Activity Description
Rondeau,Natural Heritage Education,"Rondeau has an active Natural Heritage Education (NHE) program that runs from spring to late fall. Programs, including hikes, evening programs, slide shows, children’s programs and campfires take place daily in the summer. Join park naturalists on hikes exploring the amazing diversity of the Carolinian forest, canoeing through the extensive marsh or biking past gigantic old growth trees. The Visitor Centre has an indoor theater, interactive displays and live animals. Programs are listed in the “What’s Happening” section of this website (above). For additional information visit the Friends of Rondeau Park."
Rondeau,Swimming,Lake Erie: Eleven beach accesses lead to 11 kilometres of beautiful sandy beaches along the Lake Erie side of the Rondeau peninsula. Tread lightly and do not move driftwood as these beach and dune habitats are home to many species at risk including the endangered Fowler’s Toad and Common Five-lined Skink.
Rondeau,Winter Activities,"Hiking, bird watching, waterfowl viewing, ice-fishing, cross-country skiing (no groomed trails), snowshoeing, education programs and activities (check with park at (519)-674-1750 for conditions and schedules)."
Rushing River,Biking,"Cycling on park roads is a great way to get around and an enjoyable way to explore the park. Visitors are reminded that Ontario law requires helmets to be worn by those 18 years old and younger, when biking on roads, including those in provincial parks."
Rushing River,Birding,"Bird watchers will want to take to the trails to enjoy songbirds, warblers, sparrows, vireos and other species that call Rushing River home."
Rushing River,Boating,"Two ramps, one on each side of the park, allow for convenient launching of boats and docking. Boaters are reminded that the channel is a posted no wake zone for public safety and protection of fragile shorelines."
Rushing River,Canoeing,"Short term rentals, complete with delivery, are available from the privately operated Rushing River General Store, less than one kilometre south of the park. For those venturing out onto one of Eagle-Dogtooth Provincial Park’s canoe routes, the park rents canoes for a minimum of three days. These canoe routes begin at Rushing River Provincial Park and range in length from 32 kilometres to 103 kilometres. For more information on canoe routes, contact the park directly at (807)548-4351."
Rushing River,Fishing,"Rushing River is a popular destination for fishing. Dogtooth Lake is home to walleye, pike, Smallmouth Bass and Lake Trout. Fishing licences are available from the Rushing River General Store outside the park."
Rushing River,Hiking,"Beaver Pond Trail - 1.1 km loop, 45 minutes, easy 
This short loop trail starts next to campsite #102 and takes hikers to a quiet beaver pond full of fragrant water lilies. It’s an excellent trail to see forest songbirds, Great Blue Herons, a host of flowering plants and wildlife. Plan an early morning or evening stroll when the birds and shoreline wildlife are most active."
Rushing River,Natural Heritage Education,"During the summer, park staff offer a variety of activities that highlight Rushing River’s natural and cultural heritage including evening programs at the amphitheatre, guided hikes and special events. School programs are available in June and can be booked by calling the park. Staff also operate the park’s museum which offers a variety of displays and learning opportunities. Program and museum schedules are posted throughout the park and are available at the Park Office upon registration."
Rushing River,Swimming,"Rushing River has four sandy beaches with excellent swimming areas, all of which have a shallow roped-off section, ideal for children."
Rushing River,Winter Activities,"Enjoy the peace and tranquility of Rushing River under a blanket of snow. Parking, privies and picnic shelter facilities are available next to the rapids. Sixteen kilometres of groomed cross-country ski trails await your discovery and range in difficulty from easy to challenging. Other popular activities include hiking, dog walking and snowshoeing. Winter day passes may be purchased at the self serve fee station located near the rapids or use your annual or winter vehicle permit; available by calling the park or for purchase online."
Samuel De Champlain,Biking,Cycling is a popular activity on the main park roads.
Samuel De Champlain,Birding,"A variety of songbirds, such as warblers, and other avian species such as Bald Eagles, hawks and Great Blue Herons are regularly sighted in the park."
Samuel De Champlain,Boating,"Motorboats are permitted on Moore Lake, however a maximum horsepower rating of 10 HP is in effect."
Samuel De Champlain,Canoeing,Moore Lake and the upriver section of the Amable du Fond River provide quiet canoeing opportunities to explore and view wildlife.
Samuel De Champlain,Fishing,"A variety of fish species can be found in Moore Lake including Large and Smallmouth Bass, Walleye (Pickerel), Northern Pike and muskellunge."
Samuel De Champlain,Hiking,"Etienne System Trails: four loops ranging in length from 2.5 to 9 km; strenuous
Discover scenic views of the Mattawa River while traversing challenging terrain."
Samuel De Champlain,Natural Heritage Education,"The park’s natural heritage education staff provides interactive programming suitable for all ages. Guided hikes, children’s programs, spirit nights, musical performances and campfire sing-alongs are just a few of the programs provided during the months of July and August. Visitors can also try their hand at paddling a replica Voyageur canoe.  The Mattawa River Visitor Centre showcases the area’s natural and human history with a variety of exhibits and houses a large birchbark freighter canoe."
Samuel De Champlain,Swimming,"The refreshing, clear waters of Moore Lake provide a relaxing way to spend a warm summer day. Small camper beaches are located in both Jingwakoki and Babawasse Campgrounds. The Bagwa Day-Use area also has a large sandy beach. A free Personal Floatation Device (PFD) loan program is available at the Park Store."
Sandbanks,Biking,"Sandbanks does not have dedicated bicycle trails but cyclists can explore the park along campground roads. Prince Edward County, beyond the boundaries of the park, is a favourite destination for bicycle touring."
Sandbanks,Birding,"Sandbanks offers great birding opportunities, especially during the spring and fall migration. Bird checklists are available at the Visitor Centre."
Sandbanks,Boating,"Powerboats are allowed on Lake Ontario, East and West Lake but not near the swimming areas or on the beach. A boat launch is located in the Outlet River A Campground. It is suitable for boats less than 18 feet. Other boat launch facilities are available outside the park."
Sandbanks,Canoeing,"Although there are no formal canoe routes at Sandbanks, the Outlet River is ideal for those just learning to canoe and who wish to explore the marsh habitat."
Sandbanks,Fishing,"East and West Lake are popular fishing lakes for Yellow Pickerel, Smallmouth and Largemouth Bass, Northern Pike and various pan fish."
Sandbanks,Hiking,"Cedar Sands Nature Trail – 2 km loop 
Walk along the shores of the Outlet River and stop at the two lookouts providing scenic views of the marsh. This is an interpretive trail with 12 stops. Trail guides are available at the trailhead or the Nature Shoppe."
